PackageContainer_ID,Brand_ID,Container_Size,Unit_Price,Container_Type
6348,20521,100 ml bottle,45.0,Bottle
6349,20523,15 ml bottle,60.18,Bottle
6350,20524,50 ml bottle,98.29,Bottle
6351,20529,10 ml vial,200.0,Vial
6352,20530,10 ml vial,290.0,Vial
6353,20532,10 ml vial,270.0,Vial
6354,20540,150 gm bag,200.75,Bag
6355,20541,50 ml bottle,55.0,Bottle
6356,20548,60 ml bottle,22.08,Bottle
6357,20556,200 ml bottle,38.17,Bottle
6358,20562,500 ml bottle,352.0,Bottle
6359,20586,10 mg vial,720.0,Vial
6360,20588,1 mg vial,300.0,Vial
6361,20589,2 mg vial,550.0,Vial
6362,20595,2 mg vial,400.0,Vial
6363,20599,100 ml bottle,35.11,Bottle
6364,20600,25 gm tube,50.0,Tube
6365,20603,15 ml solution,20.0,Solution
6366,20604,15 ml solution,20.0,Solution
6367,20611,60 ml bottle,20.0,Bottle
6368,20614,60 ml bottle,28.0,Bottle
6369,20617,60 ml bottle,80.0,Bottle
6370,20621,5 gm tube,100.0,Tube
6371,20629,250 mg vial,400.0,Vial
6372,20630,500 mg vial,700.0,Vial
6373,20631,5 gm tube,600.0,Tube
6374,20632,10 gm tube,70.0,Tube
6375,20633,500 mg vial,702.11,Vial
6376,20634,70 ml bottle,125.85,Bottle
6377,20637,10 gm tube,70.0,Tube
6378,20642,2 ml ampoule,25.0,Ampoule
6379,20643,50 ml bottle,55.0,Bottle
6380,20645,2 ml ampoule,11.94,Ampoule
6381,20647,2 ml ampoule,16.0,Ampoule
6382,20649,2 ml ampoule,39.57,Ampoule
6383,20652,200 ml bottle,150.0,Bottle
6384,20653,3 ml pre-filled syringe,120.0,Pre-filled Syringe
6385,20654,20 gm tube,40.27,Tube
6386,20655,20 gm tube,60.41,Tube
6387,20656,100 mg sachet,10.0,Sachet
6388,20657,200 mg sachet,15.0,Sachet
6389,20659,3 ml ampoule,30.0,Ampoule
6390,20661,2 ml ampoule,25.0,Ampoule
6391,20665,1 ml vial,120.0,Vial
6392,20667,10 ml drop,250.0,Drop
6393,20668,10 ml drop,310.0,Drop
6394,20669,100 ml bottle,90.0,Bottle
6395,20671,2 ml ampoule,15.0,Ampoule
6396,20673,5 ml drop,140.0,Drop
6397,20675,5 ml drop,200.0,Drop
6398,20676,2 ml ampoule,25.1,Ampoule
6399,20679,2 ml ampoule,15.0,Ampoule
6400,20680,100 ml bottle,90.0,Bottle
6401,20682,2 ml ampoule,27.0,Ampoule
6402,20686,5 ml drop,85.0,Drop
6403,20687,0.2 ml pre-filled syringe,250.0,Pre-filled Syringe
6404,20688,0.4 ml pre-filled syringe,425.0,Pre-filled Syringe
6405,20689,0.6 ml pre-filled syringe,575.0,Pre-filled Syringe
6406,20690,0.8 ml pre-filled syringe,650.0,Pre-filled Syringe
6407,20696,3 ml ampoule,25.0,Ampoule
6408,20707,1 ml ampoule,120.0,Ampoule
6409,20709,100 ml bottle,50.15,Bottle
6410,20710,5 ml drop,125.0,Drop
6411,20714,100 ml bottle,80.0,Bottle
6412,20726,20 ml bottle,175.0,Bottle
6413,20727,15 ml bottle,75.0,Bottle
6414,20728,5 ml drop,120.37,Drop
6415,20732,200 ml bottle,190.0,Bottle
6416,20733,15 ml drop,22.0,Drop
6417,20734,1 ml ampoule,6.0,Ampoule
6418,20742,100 ml bottle,40.0,Bottle
6419,20751,100 ml bottle,52.0,Bottle
6420,20752,100 ml bottle,50.0,Bottle
6421,20755,2 ml ampoule,4.39,Ampoule
6422,20760,30 ml pack,398.0,Pack
6423,20761,30 gm tube,450.0,Tube
6424,20770,100 ml bottle,45.0,Bottle
6425,20789,100 ml bottle,45.17,Bottle
6426,20792,3 ml ampoule,25.0,Ampoule
6427,20802,50 gm tube,97.0,Tube
6428,20803,50 gm tube,100.0,Tube
6429,20805,15 gm tube,66.1,Tube
6430,20818,3 ml ampoule,150.57,Ampoule
6431,20819,3 ml ampoule,9.33,Ampoule
6432,20820,10 gm tube,12.95,Tube
6433,20824,500 ml bottle,675.0,Bottle
6434,20827,60 ml bottle,28.0,Bottle
6435,20830,1.5 ml ampoule,75.0,Ampoule
6436,20831,5 ml ampoule,100.0,Ampoule
6437,20834,50 ml bottle,30.0,Bottle
6438,20835,60 ml bottle,35.0,Bottle
6439,20836,15 ml drop,25.0,Drop
6440,20866,2 ml ampoule,10.03,Ampoule
6441,20867,15 ml drop,22.07,Drop
6442,20880,5 ml ampoule,12.0,Ampoule
6443,20881,10 ml ampoule,4.9,Ampoule
6444,20882,10 ml ampoule,8.02,Ampoule
6445,20883,10 ml ampoule,2.51,Ampoule
6446,20884,5 ml ampoule,3.32,Ampoule
6447,20885,5 ml ampoule,5.01,Ampoule
6448,20886,10 ml drop,150.0,Drop
6449,20890,100 ml bottle,90.0,Bottle
6450,20894,30 gm tube,13.0,Tube
6451,20895,10 gm pack,8.5,Pack
6452,20896,25 gm pot,8.6,Pot
6453,20897,5 gm pack,8.0,Pack
6454,20898,50 mg vial,600.0,Vial
6455,20899,5 ml drop,120.0,Drop
6456,20902,100 ml bottle,80.3,Bottle
6457,20904,1 ml ampoule,50.0,Ampoule
6458,20905,5 ml ampoule,120.0,Ampoule
6459,20906,3 ml pack,14.0,Pack
6460,20907,20 ml pack,120.0,Pack
6461,20908,100 ml bottle,22.9,Bottle
6462,20911,2.5 ml pack,20.0,Pack
6463,20912,3 ml ampoule,20.0,Ampoule
6464,20915,70 ml bottle,198.0,Bottle
6465,20918,100 ml bottle,40.0,Bottle
6466,20919,100 ml bottle,21.78,Bottle
6467,20920,1 gm vial,180.68,Vial
6468,20921,500 mg vial,120.45,Vial
6469,20922,1 gm vial,180.68,Vial
6470,20923,2 gm vial,300.0,Vial
6471,20924,500 mg vial,120.45,Vial
6472,20925,1 gm vial,551.65,Vial
6473,20926,500 mg vial,300.0,Vial
6474,20928,2 ml ampoule,55.37,Ampoule
6475,20929,2 ml ampoule,95.65,Ampoule
6476,20932,2 ml ampoule,20.0,Ampoule
6477,20934,50 ml bottle,30.0,Bottle
6478,20937,200 ml bottle,60.0,Bottle
6479,20940,10 ml bottle,14.0,Bottle
6480,20941,10 ml bottle,11.07,Bottle
6481,20948,2.5 ml drop,781.94,Drop
6482,20949,2.5 ml drop,495.0,Drop
6483,20950,2.5 ml drop,460.0,Drop
6484,20951,2.5 ml drop,703.75,Drop
6485,20952,60 ml bottle,200.0,Bottle
6486,20958,5 ml ampoule,50.0,Ampoule
6487,20968,2 ml ampoule,7.55,Ampoule
6488,20978,100 ml bottle,145.99,Bottle
6489,20979,60 ml bottle,90.6,Bottle
6490,20983,15 ml bottle,12.35,Bottle
6491,20995,100 ml bottle,190.57,Bottle
6492,20996,15 ml bottle,30.1,Bottle
6493,20997,100 ml bottle,40.12,Bottle
6494,20998,10 gm tube,45.17,Tube
6495,20999,10 gm tube,50.19,Tube
6496,21000,10 gm tube,60.0,Tube
6497,21001,15 gm tube,65.0,Tube
6498,21002,10 gm tube,70.0,Tube
6499,21003,100 ml bottle,48.0,Bottle
6500,21006,2 gm vial,400.0,Vial
6501,21008,10 ml vial,700.0,Vial
6502,21011,2 ml ampoule,35.0,Ampoule
6503,21018,40 mg vial,80.24,Vial
6504,21032,40 mg vial,90.27,Vial
6505,21033,200 ml bottle,250.0,Bottle
6506,21042,40 mg vial,90.0,Vial
6507,21047,1 gm vial,550.0,Vial
6508,21048,500 mg vial,300.0,Vial
6509,21049,500 ml bottle,501.5,Bottle
6510,21050,500 ml bottle,551.64,Bottle
6511,21054,1 gm vial,552.08,Vial
6512,21055,500 mg vial,301.13,Vial
6513,21057,10 gm tube,40.27,Tube
6514,21058,10 gm tube,50.35,Tube
6515,21059,30 gm tube,150.0,Tube
6516,21060,30 gm tube,150.0,Tube
6517,21061,5 ml ampoule,350.0,Ampoule
6518,21062,2.5 ml ampoule,273.96,Ampoule
6519,21063,60 ml bottle,500.0,Bottle
6520,21064,60 ml bottle,600.0,Bottle
6521,21069,30 gm tube,150.0,Tube
6522,21071,10 gm tube,58.0,Tube
6523,21073,30 ml bottle,250.0,Bottle
6524,21074,15 gm tube,40.0,Tube
6525,21076,60 ml bottle,25.0,Bottle
6526,21077,15 ml drop,18.0,Drop
6527,21079,15 ml bottle,60.18,Bottle
6528,21080,50 ml bottle,98.29,Bottle
6529,21081,60 ml bottle,35.0,Bottle
6530,21086,200 ml bottle,125.0,Bottle
6531,21087,100 ml bottle,40.0,Bottle
6532,21097,50 ml bottle,200.0,Bottle
6533,21099,10 gm tube,80.0,Tube
6534,21104,5 ml drop,100.0,Drop
6535,21105,70 ml bottle,250.0,Bottle
6536,21110,1 ml ampoule,30.0,Ampoule
6537,21111,1 ml ampoule,55.0,Ampoule
6538,21116,50 ml bottle,160.0,Bottle
6539,21122,70 ml bottle,250.0,Bottle
6540,21126,1 gm vial,550.0,Vial
6541,21127,500 mg vial,300.0,Vial
6542,21129,15 ml bottle,60.0,Bottle
6543,21133,50 ml bottle,175.0,Bottle
6544,21134,750 mg vial,125.0,Vial
6545,21135,1.5 gm vial,200.0,Vial
6546,21136,70 ml bottle,198.0,Bottle
6547,21140,50 ml bottle,150.0,Bottle
6548,21141,50 ml bottle,95.0,Bottle
6549,21144,70 ml bottle,195.0,Bottle
6550,21147,750 mg vial,125.0,Vial
6551,21148,1.5 gm vial,200.0,Vial
6552,21157,100 ml bottle,55.0,Bottle
6553,21165,100 ml bottle,45.17,Bottle
6554,21175,100 ml bottle,70.21,Bottle
6555,21179,5 ml drop,95.0,Drop
6556,21180,1 ml ampoule,54.6,Ampoule
6557,21182,5 ml drop,90.0,Drop
6558,21183,5 ml drop,100.0,Drop
6559,21188,70 ml bottle,198.0,Bottle
6560,21191,5 ml drop,90.0,Drop
6561,21194,50 gm tube,175.0,Tube
6562,21200,50 ml bottle,48.0,Bottle
6563,21203,5 ml ampoule,325.98,Ampoule
6564,21209,5 ml drop,500.0,Drop
6565,21210,5 ml drop,550.0,Drop
6566,21211,5 ml drop,550.0,Drop
6567,21214,50 ml bottle,48.0,Bottle
6568,21217,500 mg vial,100.0,Vial
6569,21218,1 gm vial,150.0,Vial
6570,21219,2 gm vial,250.0,Vial
6571,21220,500 mg vial,100.0,Vial
6572,21229,70 ml bottle,251.0,Bottle
6573,21233,250 mg vial,401.2,Vial
6574,21234,500 mg vial,702.11,Vial
6575,21235,70 ml bottle,125.0,Bottle
6576,21238,5 gm tube,200.0,Tube
6577,21240,15 ml bottle,14.8,Bottle
6578,21248,100 ml bottle,40.13,Bottle
6579,21252,50 ml bottle,98.0,Bottle
6580,21263,1 ml ampoule,15.0,Ampoule
6581,21268,100 ml bottle,46.0,Bottle
6582,21270,2 mg ampoule,20.13,Ampoule
6583,21272,1 gm vial,550.0,Vial
6584,21273,500 mg vial,300.0,Vial
6585,21275,100 ml bottle,90.0,Bottle
6586,21286,120 metered sprays,110.0,Inhaler
6587,21288,50 ml bottle,160.61,Bottle
6588,21289,10 ml drop,40.13,Drop
6589,21290,10 ml drop,45.13,Drop
6590,21291,10 ml nasal spray,50.0,Spray
6591,21292,30 gm tube,100.0,Tube
6592,21294,10 ml drop,11.96,Drop
6593,21295,120 metered sprays,110.0,Inhaler
6594,21296,100 ml bottle,120.0,Bottle
6595,21297,10 ml drop,7.28,Drop
6596,21298,10 ml drop,7.28,Drop
6597,21306,100 ml bottle,38.0,Bottle
6598,21311,10 gm tube,201.35,Tube
6599,21318,100 ml bottle,45.0,Bottle
6600,21320,5 ml drop,95.36,Drop
6601,21321,100 ml bottle,40.14,Bottle
6602,21334,100 ml bottle,45.0,Bottle
6603,21336,100 ml bottle,30.15,Bottle
6604,21338,15 ml bottle,50.16,Bottle
6605,21339,100 ml bottle,80.24,Bottle
6606,21341,100 ml bottle,30.0,Bottle
6607,21342,100 ml bottle,55.0,Bottle
6608,21345,15 ml bottle,60.0,Bottle
6609,21346,50 ml bottle,95.0,Bottle
6610,21347,100 ml bottle,30.0,Bottle
6611,21348,100 ml bottle,50.0,Bottle
6612,21353,100 ml bottle,30.0,Bottle
6613,21354,100 ml bottle,32.0,Bottle
6614,21357,120 metered sprays,180.0,Inhaler
6615,21358,5 ml drop,130.0,Drop
6616,21359,120 metered sprays,320.0,Inhaler
6617,21360,5 gm tube,18.05,Tube
6618,21364,50 ml bottle,321.22,Bottle
6619,21365,20 ml bottle,250.0,Bottle
6620,21366,100 ml bottle,30.0,Bottle
6621,21368,100 ml bottle,55.0,Bottle
6622,21372,15 ml bottle,57.0,Bottle
6623,21373,100 ml bottle,82.0,Bottle
6624,21377,50 ml bottle,160.0,Bottle
6625,21384,50 ml bottle,198.0,Bottle
6626,21386,100 ml bottle,120.0,Bottle
6627,21388,12 ml bottle,20.0,Bottle
6628,21389,114 ml bottle,60.0,Bottle
6629,21390,10 gm tube,250.0,Tube
6630,21392,60 ml bottle,14.65,Bottle
6631,21402,100 ml bottle,35.11,Bottle
6632,21403,100 ml bottle,35.11,Bottle
6633,21411,60 ml bottle,20.7,Bottle
6634,21412,15 ml drop,12.34,Drop
6635,21416,12 mg sachet,3.0,Sachet
6636,21418,100 ml bottle,60.0,Bottle
6637,21419,12 mg sachet,2.47,Sachet
6638,21425,200 ml bottle,250.0,Bottle
6639,21429,1 ml ampoule,60.0,Ampoule
6640,21430,2 ml ampoule,100.0,Ampoule
6641,21433,750 mg vial,200.0,Vial
6642,21434,1.5 gm vial,275.0,Vial
6643,21435,70 ml bottle,275.0,Bottle
6644,21441,5 ml drop,140.0,Drop
6645,21444,100 ml bottle,35.11,Bottle
6646,21446,500 mg vial,461.74,Vial
6647,21447,2.5 ml drop,110.41,Drop
6648,21451,100 ml bottle,32.0,Bottle
6649,21452,100 ml bottle,50.0,Bottle
6650,21454,100 ml bottle,45.0,Bottle
6651,21456,1 gm vial,215.82,Vial
6652,21457,250 mg vial,70.26,Vial
6653,21458,500 mg vial,115.43,Vial
6654,21459,1 gm vial,216.45,Vial
6655,21460,250 mg vial,70.48,Vial
6656,21461,500 mg vial,115.78,Vial
6657,21462,1 gm vial,225.0,Vial
6658,21463,250 mg vial,70.0,Vial
6659,21464,500 mg vial,115.0,Vial
6660,21465,100 ml bottle,35.11,Bottle
6661,21466,100 ml bottle,45.13,Bottle
6662,21473,100 ml bottle,30.0,Bottle
6663,21478,100 ml bottle,30.0,Bottle
6664,21480,100 ml bottle,35.0,Bottle
6665,21483,50 ml bottle,276.0,Bottle
6666,21492,500 mg vial,461.38,Vial
6667,21496,100 ml bottle,30.0,Bottle
6668,21498,60 ml bottle,30.0,Bottle
6669,21499,60 ml bottle,20.0,Bottle
6670,21501,100 ml bottle,45.0,Bottle
6671,21502,100 ml bottle,30.0,Bottle
6672,21503,100 ml bottle,35.0,Bottle
6673,21505,100 ml bottle,52.0,Bottle
6674,21507,100 ml bottle,27.0,Bottle
6675,21508,100 ml bottle,30.0,Bottle
6676,21511,100 ml bottle,30.0,Bottle
6677,21514,100 ml bottle,25.0,Bottle
6678,21520,100 ml bottle,35.0,Bottle
6679,21522,70 ml bottle,360.0,Bottle
6680,21526,100 ml bottle,30.0,Bottle
6681,21528,100 ml bottle,34.0,Bottle
6682,21531,100 ml bottle,30.0,Bottle
6683,21532,100 ml bottle,26.0,Bottle
6684,21533,100 ml bottle,28.0,Bottle
6685,21534,100 ml bottle,50.0,Bottle
6686,21535,100 ml bottle,35.0,Bottle
6687,21536,100 ml bottle,32.0,Bottle
6688,21537,100 ml bottle,45.0,Bottle
6689,21540,100 ml bottle,35.0,Bottle
6690,21541,5 gm tube,200.0,Tube
6691,21543,100 ml bottle,38.11,Bottle
6692,21547,100 ml bottle,35.0,Bottle
6693,21552,100 ml bottle,25.0,Bottle
6694,21553,100 ml bottle,30.0,Bottle
6695,21554,2.5 ml drop,120.35,Drop
6696,21557,100 ml bottle,40.0,Bottle
6697,21562,500 mg vial,460.0,Vial
6698,21573,100 ml bottle,30.1,Bottle
6699,21576,1 gm vial,226.53,Vial
6700,21577,250 mg vial,70.47,Vial
6701,21578,500 mg vial,115.78,Vial
6702,21583,100 ml bottle,30.0,Bottle
6703,21585,30 gm tube,90.0,Tube
6704,21586,50 ml vial,28.65,Vial
6705,21587,50 ml vial,100.0,Vial
6706,21588,100 ml bottle,35.0,Bottle
6707,21589,100 ml bottle,35.0,Bottle
6708,21590,100 ml bottle,50.0,Bottle
6709,21595,10 ml bottle,18.0,Bottle
6710,21596,10 ml drop,115.0,Drop
6711,21600,15 gm tube,38.25,Tube
6712,21603,100 ml bottle,40.14,Bottle
6713,21607,4 ml ampoule,30.0,Ampoule
6714,21608,50 ml bottle,45.0,Bottle
6715,21611,5 ml drop,550.0,Drop
6716,21612,5 ml drop,500.0,Drop
6717,21613,5 ml drop,550.0,Drop
6718,21618,10 gm tube,25.0,Tube
6719,21625,1000 mg vial,200.0,Vial
6720,21626,500 mg vial,125.0,Vial
6721,21637,5 ml drop,550.0,Drop
6722,21638,5 ml drop,550.0,Drop
6723,21647,15 gm tube,250.0,Tube
6724,21653,1 gm vial,550.0,Vial
6725,21654,500 mg vial,300.0,Vial
6726,21666,60 ml bottle,480.0,Bottle
6727,21667,60 ml bottle,800.0,Bottle
6728,21674,30 ml bottle,35.24,Bottle
6729,21681,100 ml bottle,30.0,Bottle
6730,21687,15 gm tube,30.0,Tube
6731,21688,100 ml bottle,61.0,Bottle
6732,21695,2 mg ampoule,18.05,Ampoule
6733,21699,100 ml bottle,30.0,Bottle
6734,21700,100 ml bottle,35.0,Bottle
6735,21701,5 ml drop,247.72,Drop
6736,21702,5 ml drop,125.0,Drop
6737,21705,5 ml drop,250.0,Drop
6738,376,Price Unavailable,,Placeholder
6739,2519,Price Unavailable,,Placeholder
6740,2988,Price Unavailable,,Placeholder
6741,4776,Price Unavailable,,Placeholder
6742,5481,Not for sale,,Placeholder
6743,5482,Not for sale,,Placeholder
6744,5483,Not for sale,,Placeholder
6745,5484,Not for sale,,Placeholder
6746,5498,Not for sale,,Placeholder
6747,6081,Price Unavailable,,Placeholder
6748,6082,Price Unavailable,,Placeholder
6749,6246,Price Unavailable,,Placeholder
6750,9190,Price Unavailable,,Placeholder
6751,9345,Price Unavailable,,Placeholder
6752,10475,Price Unavailable,,Placeholder
6753,10498,Price Unavailable,,Placeholder
6754,10564,Price Unavailable,,Placeholder
6755,11299,Price Unavailable,,Placeholder
6756,11862,Price Unavailable,,Placeholder
6757,12751,Price Unavailable,,Placeholder
6758,13059,Price Unavailable,,Placeholder
6759,13846,Price Unavailable,,Placeholder
6760,14842,Price Unavailable,,Placeholder
6761,14843,Price Unavailable,,Placeholder
6762,15033,Price Unavailable,,Placeholder
6763,15034,Price Unavailable,,Placeholder
6764,15084,Price Unavailable,,Placeholder
6765,15085,Price Unavailable,,Placeholder
6766,17854,Price Unavailable,,Placeholder
6767,19886,Price Unavailable,,Placeholder
6768,19900,Price Unavailable,,Placeholder
6769,20105,Price Unavailable,,Placeholder
6770,20366,Price Unavailable,,Placeholder
6771,11,37.5 ml bottle,130.0,Bottle
6772,15,250 mg vial,55.0,Vial
6773,29,3 ml pen,1.0,Pen
6774,52,50 ml bottle,10.78,Bottle
6775,69,60 ml bottle,20.7,Bottle
6776,110,5 gm tube,40.15,Tube
6777,120,60 ml bottle,20.62,Bottle
6778,144,3 gm tube,60.0,Tube
6779,146,4 mg vial,5.0,Vial
6780,171,100 ml bottle,33.0,Bottle
6781,179,10 gm tube,50.14,Tube
6782,197,100 ml bottle,65.0,Bottle
6783,198,100 gm container,110.0,Container
6784,199,500 ml bag,71.3,Bag
6785,200,500 ml bag,78.2,Bag
6786,201,500 ml bag,75.89,Bag
6787,202,500 ml bag,71.3,Bag
6788,224,10 ml vial,21.0,Vial
6789,225,20 ml vial,43.0,Vial
6790,226,4 ml vial,8.0,Vial
6791,227,0.9 ml pre-filled syringe,14.0,Pre-filled Syringe
6792,233,100 ml syrup,125.0,Bottle
6793,234,50 mg vial,50.0,Vial
6794,236,50 ml bottle,25.0,Bottle
6795,243,100 ml bottle,45.0,Bottle
6796,260,100 ml bottle,60.22,Bottle
6797,280,0.8 ml pre-filled syringe,15.0,Pre-filled Syringe
6798,315,10 gm tube,150.0,Tube
6799,319,15 ml bottle,85.0,Bottle
6800,331,30 ml bottle,35.11,Bottle
6801,336,100 ml bottle,65.0,Bottle
6802,338,30 ml bottle,35.0,Bottle
6803,341,60 ml bottle,60.0,Bottle
6804,343,60 ml bottle,28.0,Bottle
6805,346,100 ml bottle,70.0,Bottle
6806,349,10 mg vial,350.0,Vial
6807,354,500 ml bag,66.07,Bag
6808,357,100 ml bottle,35.0,Bottle
6809,362,0.8 ml pre-filled syringe,15.0,Pre-filled Syringe
6810,394,30 ml bottle,135.0,Bottle
6811,397,30 ml bottle,195.0,Bottle
6812,401,37.5 ml bottle,130.0,Bottle
6813,418,100 ml bottle,50.0,Bottle
6814,498,100 ml bottle,20.6,Bottle
6815,513,50 ml bottle,3.0,Bottle
6816,514,50 ml bottle,3.0,Bottle
6817,515,250 ml bottle,3.0,Bottle
6818,516,250 ml bottle,3.0,Bottle
6819,531,120 ml bottle,85.0,Bottle
6820,614,50 ml bottle,50.0,Bottle
6821,629,100 mg vial,13.0,Vial
6822,630,500 mg vial,64.0,Vial
6823,632,30 ml bottle,35.0,Bottle
6824,636,10 gm tube,25.0,Tube
6825,637,15 gm tube,95.0,Tube
6826,639,60 ml bottle,11.11,Bottle
6827,645,100 ml bottle,100.0,Bottle
6828,647,100 ml bottle,50.0,Bottle
6829,651,100 ml bottle,25.0,Bottle
6830,708,250 IU vial,9.0,Vial
6831,709,5 ml vial,9.0,Vial
6832,740,100 ml bottle,70.0,Bottle
6833,744,2.4 ml vial,27.0,Vial
6834,783,100 ml bottle,40.0,Bottle
6835,852,50 ml vial,1.0,Vial
6836,853,100 ml vial,2.0,Vial
6837,854,50 ml vial,1.0,Vial
6838,863,15 gm tube,52.16,Tube
6839,896,250 ml bottle,200.76,Bottle
6840,897,250 ml bottle,260.98,Bottle
6841,906,200 ml bottle,80.0,Bottle
6842,1043,15 gm tube,62.42,Tube
6843,1238,10 ml vial,1.0,Vial
6844,1287,100 ml bottle,60.0,Bottle
6845,1294,100 ml bottle,23.0,Bottle
6846,1297,100 ml bottle,43.0,Bottle
6847,1306,3 ml pen,1.0,Pen
6848,1322,100 ml bottle,20.6,Bottle
6849,1323,500 ml bag,65.25,Bag
6850,1330,100 ml bottle,80.0,Bottle
6851,1367,10 ml drop,270.0,Drop
6852,1371,100 ml bottle,80.3,Bottle
6853,1372,50 ml bottle,40.0,Bottle
6854,1427,100 ml bottle,86.0,Bottle
6855,1440,5 gm tube,20.0,Tube
6856,1450,3 gm tube,8.39,Tube
6857,1451,100 ml bottle,35.64,Bottle
6858,1456,100 ml bottle,55.0,Bottle
6859,1458,50 ml bottle,30.0,Bottle
6860,1485,10 gm tube,22.0,Tube
6861,1486,100 ml bottle,100.0,Bottle
6862,1493,60 metered doses,430.0,Inhaler
6863,1503,60 ml bottle,30.0,Bottle
6864,1508,1 gm vial,1.0,Vial
6865,1515,120 metered doses,595.0,Inhaler
6866,1516,120 metered doses,795.0,Inhaler
6867,1520,15 gm tube,28.0,Tube
6868,1535,60 ml bottle,9.0,Bottle
6869,1573,60 ml bottle,12.13,Bottle
6870,1596,100 ml bottle,120.0,Bottle
6871,1605,100 ml bottle,50.0,Bottle
6872,1615,15 ml bottle,85.0,Bottle
6873,1678,60 ml bottle,11.38,Bottle
6874,1706,3.5 gm tube,8.5,Tube
6875,1713,30 ml bottle,35.12,Bottle
6876,1722,60 ml bottle,20.63,Bottle
6877,1747,15 ml bottle,10.0,Bottle
6878,1786,35 ml bottle,140.0,Bottle
6879,1797,100 mg vial,20.0,Vial
6880,1798,400 mg vial,78.0,Vial
6881,1843,60 ml bottle,49.73,Bottle
6882,1850,60 ml bottle,80.54,Bottle
6883,1857,100 ml bottle,140.0,Bottle
6884,1858,100 ml bottle,135.0,Bottle
6885,1908,200 metered doses,191.29,Inhaler
6886,1913,3 tablet combipack,1.0,Tablet Kit
6887,1942,20 ml bottle,100.0,Bottle
6888,1946,15 ml bottle,85.58,Bottle
6889,1948,15 ml bottle,85.0,Bottle
6890,1951,20 ml bottle,100.0,Bottle
6891,1957,15 ml bottle,85.0,Bottle
6892,1965,20 ml bottle,95.0,Bottle
6893,1973,20 ml bottle,100.0,Bottle
6894,1976,15 ml bottle,85.0,Bottle
6895,1978,20 ml bottle,100.0,Bottle
6896,1980,15 ml bottle,115.0,Bottle
6897,1982,15 ml bottle,85.0,Bottle
6898,1987,15 ml bottle,85.0,Bottle
6899,1989,15 ml bottle,95.0,Bottle
6900,1992,15 ml bottle,90.0,Bottle
6901,1995,15 ml bottle,95.29,Bottle
6902,1997,20 ml bottle,85.0,Bottle
6903,2000,20 ml bottle,85.0,Bottle
6904,2004,20 ml bottle,100.0,Bottle
6905,2011,15 ml bottle,80.55,Bottle
6906,2014,15 ml bottle,85.0,Bottle
6907,2015,15 ml bottle,85.0,Bottle
6908,2017,15 ml bottle,85.0,Bottle
6909,2024,15 ml bottle,85.0,Bottle
6910,2028,15 ml bottle,85.0,Bottle
6911,2040,60 ml bottle,14.77,Bottle
6912,2041,15 ml bottle,85.0,Bottle
6913,2043,15 ml bottle,90.0,Bottle
6914,2051,20 ml bottle,100.0,Bottle
6915,2059,15 ml bottle,85.0,Bottle
6916,2062,15 ml bottle,85.01,Bottle
6917,2075,15 ml bottle,116.0,Bottle
6918,2084,100 ml bottle,45.13,Bottle
6919,2085,250 ml bag,55.2,Bag
6920,2132,5 ml drop,35.14,Drop
6921,2165,15 gm tube,40.12,Tube
6922,2166,15 gm tube,95.29,Tube
6923,2173,50 ml bottle,29.06,Bottle
6924,2191,100 ml bottle,50.0,Bottle
6925,2211,100 ml bottle,35.0,Bottle
6926,2212,50 ml bottle,30.0,Bottle
6927,2216,100 ml bottle,20.6,Bottle
6928,2236,100 ml bottle,37.5,Bottle
6929,2252,100 mg vial,3.0,Vial
6930,2267,25 mg vial,1.0,Vial
6931,2270,5 gm tube,22.0,Tube
6932,2305,100 ml bottle,35.0,Bottle
6933,2318,15 ml bottle,90.0,Bottle
6934,2347,37.5 ml bottle,130.49,Bottle
6935,2376,15 gm tube,50.0,Tube
6936,2377,100 ml bottle,110.0,Bottle
6937,2378,100 ml bottle,100.0,Bottle
6938,2397,1 gm vial,1.0,Vial
6939,2418,250 ml bottle,130.0,Bottle
6940,2428,5 gm tube,18.51,Tube
6941,2429,5 gm tube,18.54,Tube
6942,2444,5 gm tube,18.51,Tube
6943,2445,5 gm tube,18.54,Tube
6944,2449,3 gm tube,10.77,Tube
6945,2457,3 gm tube,14.3,Tube
6946,2469,100 mg vial,16.0,Vial
6947,2470,400 mg vial,58.0,Vial
6948,2471,100 mg vial,18.0,Vial
6949,2472,400 mg vial,74.0,Vial
6950,2475,100 mg vial,20.0,Vial
6951,2476,400 mg vial,75.0,Vial
6952,2488,60 metered doses,430.0,Inhaler
6953,2491,60 doses maxhaler,1.0,Inhaler
6954,2492,60 doses maxhaler,1.0,Inhaler
6955,2493,6 tablet combipack,3.0,Tablet Kit
6956,2504,100 ml bottle,55.0,Bottle
6957,2562,10 ml pen,75.0,Pen
6958,2604,50 ml bottle,60.0,Bottle
6959,2612,100 ml bottle,35.0,Bottle
6960,2622,30 ml bottle,120.37,Bottle
6961,2675,100 ml bottle,75.0,Bottle
6962,2682,250 mg vial,10.0,Vial
6963,2693,15 unit vial,1.0,Vial
6964,2694,15 unit vial,1.0,Vial
6965,2711,1 tablet kit,1.0,Tablet Kit
6966,2712,1 tablet kit,1.0,Tablet Kit
6967,2714,3 ml vial,4.0,Vial
6968,2715,1 tablet kit,1.0,Tablet Kit
